,2222.SR,2222.SR,2222.SR,2222.SR,2222.SR,2222.SR,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,2222.SR,2222.SR,2222.SR,2222.SR
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,SMA20,SD20,BollHIGH,BollLOW,SMA20,SD20,BollHIGH,BollLOW
Date,,,,,,,,,,,,,,,,,,,,
2022-01-30,30.495866775512695,30.867767333984375,30.495866775512695,30.702478408813477,29.218564987182617,5011571.0,,,,,,,,,,,30.04958610534668,0.45456520220827534,30.95871650976323,29.14045570093013
2022-01-28,,,,,,,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,168.62770080566406,179935700.0,170.00100021362306,6.894857016491549,183.79071424660614,156.21128618063997,,,,
2022-01-27,30.495866775512695,30.495866775512695,30.495866775512695,30.495866775512695,29.021934509277344,0.0,162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,157.6287384033203,121954600.0,170.3944999694824,7.135015496284535,184.6645309620515,156.12446897691333,29.98347043991089,0.450753254717878,30.884976949346644,29.081963930475133
2022-01-26,30.1652889251709,30.495866775512695,30.1652889251709,30.495866775512695,29.021934509277344,3605337.0,163.5,164.38999938964844,157.82000732421875,159.69000244140625,158.0940399169922,108275300.0,171.4025001525879,6.893204378189736,185.18890890896736,157.61609139620842,29.938015937805176,0.44211722028340156,30.82225037837198,29.053781497238372
2022-01-25,29.958677291870117,30.24793243408203,29.83470916748047,30.24793243408203,28.78598403930664,2728437.0,158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,158.18313598632812,115798400.0,172.38249969482422,6.523766383212789,185.4300324612498,159.33496692839864,29.867768001556396,0.4600677214193502,30.787903444395095,28.947632558717697
2022-01-24,30.1652889251709,30.20661163330078,29.917354583740234,30.0,28.55003547668457,3231124.0,160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,160.0047607421875,162294600.0,173.4099998474121,6.034356278581094,185.4787124045743,161.3412872902499,29.82644577026367,0.4612382839343736,30.748922338132417,28.903969202394926
2022-01-23,30.37190055847168,30.37190055847168,30.082643508911133,30.1652889251709,28.70733642578125,2237392.0,,,,,,,,,,,29.789255714416505,0.47625030865576023,30.741756331728027,28.836755097104984
2022-01-21,,,,,,,164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,160.786865234375,122848900.0,174.14300003051758,5.381951099945183,184.90690223040795,163.37909783062722,,,,
2022-01-20,30.330577850341797,30.454544067382812,30.20661163330078,30.454544067382812,28.98261260986328,2843756.0,166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,162.86585998535156,91420500.0,174.80449981689452,4.62355934406912,184.05161850503276,165.55738112875628,29.747933387756348,0.4777575505606383,30.703448488877623,28.792418286635073
2022-01-19,30.37190055847168,30.454544067382812,30.289255142211914,30.330577850341797,28.86463737487793,2374174.0,170.0,171.0800018310547,165.94000244140625,166.22999572753906,164.5686798095703,94815000.0,175.22850036621094,3.9728601649193953,183.17422069604973,167.28278003637215,29.70041275024414,0.4502496291544274,30.600912008552996,28.799913491935285
